"algorithm","localsearch","alpha","beta","rho","ants","q0","rasrank","elitistants","nnls","dlb","Elite"
3,4,4.55,3.21,0.2,87,0.24,NA,NA,38,1,FALSE
3,4,0.76,1.38,0.23,66,0.67,NA,NA,24,1,FALSE
3,2,4.84,0.32,0.48,39,0.28,NA,NA,17,1,FALSE
3,4,3.47,0.64,0.31,42,0.4,NA,NA,14,1,FALSE
3,4,3.13,0.19,0.27,67,0.31,NA,NA,10,1,FALSE
3,4,4.15,3.33,0.21,65,0.41,NA,NA,19,1,FALSE
3,4,3.76,2.01,0.39,52,0.51,NA,NA,29,1,FALSE
3,4,1.98,0.24,0.44,55,0.46,NA,NA,19,1,FALSE
3,4,3.79,1.97,0.13,42,0.01,NA,NA,30,1,FALSE
3,4,4.71,3.37,0.52,80,0.44,NA,NA,20,1,FALSE
3,4,3.77,0.36,0.65,99,0.22,NA,NA,35,1,FALSE
3,4,4.94,0.29,0.37,74,0.42,NA,NA,11,1,FALSE
3,4,4.34,1.92,0.2,30,0.24,NA,NA,13,2,FALSE
3,4,4.16,0.97,0.35,56,0.9,NA,NA,21,1,FALSE
3,4,4.16,0.09,0.36,53,0.76,NA,NA,40,2,FALSE
3,4,4.78,0.1,0.68,61,0.21,NA,NA,33,1,FALSE
3,4,2.17,2.05,0.74,74,0.15,NA,NA,30,1,FALSE
3,4,2.35,0.11,0.45,49,0.73,NA,NA,6,1,FALSE
3,3,4.38,1.69,0.57,38,0.2,NA,NA,7,1,FALSE
3,4,2.82,1.02,0.58,74,0.46,NA,NA,20,1,FALSE
1,4,3.64,1.92,0.58,63,NA,NA,NA,30,2,FALSE
3,4,2.52,5.16,0.64,71,0.97,NA,NA,25,1,FALSE
3,4,4,2.96,0.17,25,0.81,NA,NA,22,1,FALSE
1,4,4.36,0.01,0.72,81,NA,NA,NA,40,1,FALSE
5,4,2.03,2.87,0.68,43,NA,NA,NA,29,1,FALSE
3,4,1.96,1.74,0.75,61,0.57,NA,NA,14,1,FALSE
3,4,3.82,2.69,0.62,67,0.26,NA,NA,14,1,TRUE
3,4,2.89,0.57,0.26,47,0.08,NA,NA,17,1,TRUE
3,4,2.52,2.88,0.58,60,0.66,NA,NA,17,1,TRUE
3,4,1.26,1.01,0.27,58,0.99,NA,NA,22,1,TRUE
3,4,2.33,1.6,0.72,66,0.78,NA,NA,19,1,TRUE
3,4,2.48,1.17,0.21,73,0.07,NA,NA,10,1,FALSE
3,4,4.54,1.62,0.77,69,0.16,NA,NA,14,1,FALSE
3,4,2.49,2.32,0.6,49,0.55,NA,NA,15,1,FALSE
3,4,2.57,1.07,0.11,40,0.06,NA,NA,14,1,FALSE
3,4,0.83,0.6,0.14,69,0.92,NA,NA,27,1,FALSE
3,4,0.5,1.83,0.24,45,0.73,NA,NA,20,1,FALSE
3,4,4.12,3.02,0.64,82,0.33,NA,NA,15,1,FALSE
3,4,3.42,1.82,0.3,36,0.05,NA,NA,15,1,FALSE
3,4,3.16,3.61,0.69,77,0.07,NA,NA,10,1,FALSE
3,4,3.79,2.47,0.71,73,0.21,NA,NA,13,1,FALSE
3,4,3.95,2.58,0.52,73,0.34,NA,NA,7,1,FALSE
3,4,3.3,0.06,0.22,16,0.29,NA,NA,16,1,FALSE
3,4,1.97,1.9,0.37,52,0.98,NA,NA,30,1,FALSE
3,4,1.55,4.26,0.65,60,0.61,NA,NA,14,1,FALSE
3,4,2.69,1.37,0.07,60,0.09,NA,NA,25,1,FALSE
3,4,2.11,0.99,0.74,71,0.85,NA,NA,18,2,FALSE
3,4,3.53,2.69,0.63,69,0.05,NA,NA,17,1,FALSE
3,4,1.77,2.41,0.64,55,0.78,NA,NA,15,1,FALSE
3,4,2.33,2.16,0.49,53,0.49,NA,NA,24,1,FALSE
3,4,1.82,0.38,0.33,47,0.96,NA,NA,20,1,FALSE
3,4,2.09,1.67,0.72,53,0.6,NA,NA,19,1,FALSE
3,4,0.78,0.96,0.24,86,0.96,NA,NA,17,1,FALSE
3,4,3.37,1.84,0.64,57,0.88,NA,NA,13,1,FALSE
3,4,2.8,3.65,0.55,49,0.41,NA,NA,15,1,FALSE
3,4,2.1,2.19,0.58,48,0.71,NA,NA,9,1,FALSE
3,4,2.17,1.73,0.3,56,0.71,NA,NA,23,1,FALSE
3,4,3.71,0.69,0.2,43,0.06,NA,NA,23,1,FALSE
5,4,3.48,1.82,0.69,49,NA,NA,NA,21,1,FALSE
3,4,2.26,0.37,0.32,56,0.07,NA,NA,9,1,FALSE
4,4,2.99,4.17,0.66,82,NA,NA,527,27,1,FALSE
3,1,3.92,1.01,0.3,48,0.35,NA,NA,NA,NA,FALSE
3,4,0.97,1.59,0.21,54,0.92,NA,NA,31,1,FALSE
3,4,2.33,1.48,0.25,67,0.13,NA,NA,18,1,FALSE
3,4,3.78,3.53,0.52,69,0.75,NA,NA,20,1,TRUE
3,4,4.61,0.39,0.84,42,0.25,NA,NA,15,1,FALSE
3,4,3.87,3.43,0.79,76,0.16,NA,NA,17,1,FALSE
3,4,2.93,1.5,0.36,26,0.25,NA,NA,11,1,FALSE
3,4,4.31,2.42,0.72,49,0.49,NA,NA,17,1,FALSE
3,4,4.34,3.09,0.76,71,0.21,NA,NA,14,1,FALSE
3,4,2.85,0.5,0.29,45,0.01,NA,NA,22,1,FALSE
3,4,3.95,3.15,0.66,65,0.21,NA,NA,11,1,FALSE
3,4,3.7,2.4,0.5,71,0.11,NA,NA,10,1,FALSE
3,4,3.22,2.6,0.1,43,0.06,NA,NA,15,1,FALSE
3,4,4.38,0.91,0.67,61,0.26,NA,NA,17,1,FALSE
3,4,2.52,0.52,0.33,28,0.28,NA,NA,19,1,FALSE
3,4,2.84,2.29,0.58,48,0.72,NA,NA,11,1,FALSE
3,4,2.3,3.13,0.69,66,0.61,NA,NA,18,1,FALSE
3,4,4.6,1.34,0.55,58,0.17,NA,NA,14,1,FALSE
3,4,3.27,0.39,0.3,48,0.13,NA,NA,18,1,FALSE
3,4,2.85,1.09,0.29,43,0.15,NA,NA,11,1,TRUE
3,4,3.32,3.35,0.54,49,0.27,NA,NA,7,1,FALSE
3,4,3.48,1.22,0.12,37,0.14,NA,NA,23,1,FALSE
3,4,3.56,2.28,0.59,59,0.37,NA,NA,13,1,TRUE
2,4,3.17,2.32,0.56,51,NA,77,NA,14,1,FALSE
3,4,1.55,1.15,0.31,47,0.24,NA,NA,19,1,FALSE
3,4,1.22,0.55,0.25,62,0.73,NA,NA,25,1,FALSE
3,4,2.99,1.99,0.71,61,0.93,NA,NA,25,1,FALSE
3,4,3.37,2.74,0.55,62,0.21,NA,NA,18,1,FALSE
3,4,2.67,1.56,0.73,69,0.63,NA,NA,22,1,FALSE
5,4,4.33,3.47,0.66,68,NA,NA,NA,12,1,FALSE
5,4,2.85,0.27,0.54,63,NA,NA,NA,22,1,FALSE
3,4,3.27,0.77,0.34,54,0.25,NA,NA,18,1,FALSE
3,4,3.8,5.12,0.6,72,0.37,NA,NA,15,1,TRUE
3,4,3.1,1.39,0.27,52,0.1,NA,NA,18,1,FALSE
3,4,3.16,2.53,0.03,47,0.14,NA,NA,18,1,FALSE
3,4,3.22,2.69,0.64,53,0.25,NA,NA,17,1,FALSE
3,4,1.51,1.54,0.27,65,0.99,NA,NA,23,1,FALSE
3,4,3.5,4.43,0.62,74,0.07,NA,NA,13,1,FALSE
3,4,4.84,2.84,0.51,84,0.43,NA,NA,14,1,FALSE
3,4,0.97,1.17,0.25,58,0.78,NA,NA,23,1,FALSE
3,4,2.89,4.86,0.66,65,0.18,NA,NA,15,1,FALSE
3,4,2.44,4.18,0.74,73,0.6,NA,NA,12,1,FALSE
3,4,3.07,0.57,0.36,56,0.15,NA,NA,14,1,FALSE
3,4,4.24,4.56,0.56,75,0.47,NA,NA,8,1,FALSE
3,4,3.48,0.64,0.27,72,0.16,NA,NA,17,1,FALSE
3,4,3.91,2.54,0.65,75,0.25,NA,NA,5,1,FALSE
3,4,3.43,3.02,0.71,69,0.43,NA,NA,18,1,FALSE
3,4,4.86,2.35,0.65,76,0.29,NA,NA,12,1,FALSE
3,4,3.43,4.35,0.45,52,0.15,NA,NA,10,1,FALSE
3,3,2.27,3.49,0.56,77,0.5,NA,NA,20,1,FALSE
3,4,3.72,4.03,0.71,58,0.23,NA,NA,8,1,FALSE
3,4,3.35,2.83,0.62,51,0.76,NA,NA,19,1,FALSE
3,4,0.9,1.73,0.32,64,0.97,NA,NA,18,1,FALSE
3,4,2.08,3.11,0.56,57,0.77,NA,NA,13,2,FALSE
3,4,2.45,3.26,0.67,52,0.55,NA,NA,17,1,FALSE
3,4,0.51,0.16,0.22,53,0.91,NA,NA,16,1,FALSE
3,4,1.97,1.03,0.21,50,0.84,NA,NA,24,1,FALSE
3,4,3.96,2.08,0.63,51,0.18,NA,NA,13,1,FALSE
3,4,3.02,1.16,0.25,26,0.14,NA,NA,18,1,FALSE
3,4,2.85,1.09,0.29,43,0.15,NA,NA,11,1,TRUE
3,4,3.78,3.53,0.52,69,0.75,NA,NA,20,1,TRUE
3,4,3.82,2.69,0.62,67,0.26,NA,NA,14,1,TRUE
3,4,3.8,5.12,0.6,72,0.37,NA,NA,15,1,TRUE
3,4,3.56,2.28,0.59,59,0.37,NA,NA,13,1,TRUE
3,4,3.64,5.09,0.53,70,0.28,NA,NA,16,1,FALSE
3,4,3.06,3.74,0.55,76,0.39,NA,NA,18,1,FALSE
3,4,2.49,1.91,0.31,43,0.2,NA,NA,14,1,FALSE
3,4,2.64,0.98,0.38,35,0.29,NA,NA,12,1,FALSE
3,4,3.52,3.67,0.53,78,0.28,NA,NA,16,1,FALSE
3,4,3.32,1.35,0.24,40,0,NA,NA,11,1,FALSE
3,4,4.09,4.6,0.55,66,0.7,NA,NA,17,1,TRUE
3,4,3.71,4.81,0.52,72,0.34,NA,NA,15,1,FALSE
3,4,3.24,2.37,0.64,74,0.39,NA,NA,19,1,FALSE
3,4,3.5,2.68,0.55,80,0.22,NA,NA,19,1,FALSE
3,4,3.75,2.63,0.76,57,0.25,NA,NA,19,1,FALSE
3,4,2.98,1.96,0.59,61,0.36,NA,NA,17,1,FALSE
3,4,3.89,3.95,0.49,63,0.87,NA,NA,21,1,FALSE
3,4,3.73,3.53,0.59,68,0.3,NA,NA,11,1,TRUE
3,4,3.75,1.93,0.55,54,0.52,NA,NA,19,1,FALSE
3,4,4.29,2.9,0.51,73,0.72,NA,NA,21,1,FALSE
3,4,3.5,1.1,0.32,43,0.04,NA,NA,6,1,FALSE
3,4,2.89,1.71,0.28,48,0.22,NA,NA,7,1,FALSE
3,4,4.01,2.78,0.45,58,0.83,NA,NA,21,1,FALSE
3,4,3.58,6.1,0.47,81,0.3,NA,NA,14,1,FALSE
3,4,2.98,2.6,0.59,77,0.93,NA,NA,19,1,FALSE
3,4,3.21,0.24,0.39,48,0.1,NA,NA,6,1,FALSE
3,4,4.05,2.62,0.48,65,0.87,NA,NA,25,1,FALSE
3,4,3.92,3.31,0.7,69,0.18,NA,NA,13,1,FALSE
3,4,4.15,4.92,0.54,84,0.19,NA,NA,13,1,FALSE
3,4,4.31,4.81,0.29,73,0.95,NA,NA,21,1,FALSE
3,4,3.17,1.79,0.38,43,0.25,NA,NA,12,1,FALSE
3,4,3.41,3.59,0.72,82,0.29,NA,NA,13,1,FALSE
3,4,2.98,0.62,0.17,29,0.03,NA,NA,9,1,FALSE
3,4,3.55,2.29,0.66,55,0.35,NA,NA,17,1,FALSE
3,4,2.7,1.22,0.28,34,0.12,NA,NA,8,1,FALSE
3,4,3.79,2.64,0.73,63,0.27,NA,NA,16,1,FALSE
3,4,3.07,4.07,0.58,68,0.94,NA,NA,20,1,FALSE
3,4,3.78,3.53,0.52,69,0.75,NA,NA,20,1,TRUE
3,4,3.82,2.69,0.62,67,0.26,NA,NA,14,1,TRUE
3,4,4.09,4.6,0.55,66,0.7,NA,NA,17,1,TRUE
3,4,3.73,3.53,0.59,68,0.3,NA,NA,11,1,TRUE
3,4,2.85,1.09,0.29,43,0.15,NA,NA,11,1,TRUE
3,4,3.84,3.78,0.56,77,0.91,NA,NA,21,1,FALSE
3,4,4.27,4.24,0.52,68,0.57,NA,NA,16,1,TRUE
3,4,3.86,2.49,0.62,73,0.2,NA,NA,14,1,FALSE
3,4,3.64,2.53,0.5,73,0.73,NA,NA,26,1,FALSE
3,4,3.54,2.77,0.66,74,0.25,NA,NA,12,1,FALSE
3,4,3.76,3.66,0.54,75,0.86,NA,NA,20,1,TRUE
3,4,4.01,2.88,0.56,60,0.26,NA,NA,12,1,FALSE
3,4,4.34,4.07,0.55,55,0.76,NA,NA,13,1,FALSE
3,4,4.03,3.11,0.54,75,0.68,NA,NA,24,1,FALSE
3,4,3.76,3.66,0.54,75,0.86,NA,NA,20,1,TRUE
3,4,3.82,2.69,0.62,67,0.26,NA,NA,14,1,TRUE
3,4,3.78,3.53,0.52,69,0.75,NA,NA,20,1,TRUE
3,4,4.27,4.24,0.52,68,0.57,NA,NA,16,1,TRUE
3,4,2.85,1.09,0.29,43,0.15,NA,NA,11,1,TRUE
3,4,3.28,2.71,0.68,68,0.37,NA,NA,17,1,TRUE
2,4,2.15,1.52,0.44,51,NA,90,NA,33,1,FALSE
1,3,4.65,6.52,0.93,99,NA,NA,NA,10,2,FALSE
3,1,3.4,9.02,0.19,27,0.95,NA,NA,NA,NA,FALSE
4,2,0.9,4.02,0.69,75,NA,NA,629,22,2,FALSE
1,4,2.77,5.27,0.81,63,NA,NA,NA,39,1,FALSE
4,3,0.27,0.27,0.32,15,NA,NA,535,16,2,FALSE
5,1,1.52,2.77,0.56,87,NA,NA,NA,NA,NA,FALSE
3,2,4.02,7.77,0.07,39,0.33,NA,NA,5,2,FALSE
3,4,1.21,7.15,0.62,9,0.14,NA,NA,19,1,TRUE
5,3,3.71,2.15,0.13,57,NA,NA,NA,42,2,FALSE
1,2,2.46,9.65,0.38,81,NA,NA,NA,31,2,FALSE
2,1,4.96,4.65,0.87,33,NA,71,NA,NA,NA,FALSE
2,3,1.84,5.9,0.75,45,NA,33,NA,36,2,FALSE
5,4,4.34,0.9,0.25,93,NA,NA,NA,13,1,TRUE
1,1,0.59,8.4,0.5,69,NA,NA,NA,NA,NA,FALSE
4,2,3.09,3.4,1,21,NA,NA,675,48,2,FALSE
1,2,4.81,1.84,0.53,42,NA,NA,NA,46,1,FALSE
4,1,2.31,6.84,0.04,90,NA,NA,605,NA,NA,FALSE
2,4,3.56,4.34,0.28,66,NA,87,NA,12,2,FALSE
5,3,1.06,9.34,0.78,18,NA,NA,NA,35,1,FALSE
1,1,2.93,0.59,0.66,6,NA,NA,NA,NA,NA,FALSE
2,2,0.43,5.59,0.16,54,NA,24,NA,29,1,FALSE
3,3,4.18,3.09,0.41,78,0.48,NA,NA,41,1,FALSE
4,4,1.68,8.09,0.9,30,NA,NA,511,18,2,FALSE
5,4,0.12,3.71,0.1,24,NA,NA,NA,38,2,FALSE
2,3,2.62,8.71,0.59,72,NA,43,NA,15,1,FALSE
4,1,3.87,6.21,0.35,48,NA,NA,746,NA,NA,FALSE
3,2,1.37,1.21,0.84,96,0.67,NA,NA,26,1,FALSE
3,1,0.74,2.46,0.96,60,0.04,NA,NA,NA,NA,FALSE
5,2,3.24,7.46,0.47,12,NA,NA,NA,9,1,FALSE
1,3,1.99,4.96,0.22,36,NA,NA,NA,21,1,FALSE
4,4,4.49,9.96,0.72,84,NA,NA,465,44,2,FALSE
4,3,2.23,0.74,0.45,62,NA,NA,7,49,2,FALSE
3,4,4.73,5.74,0.95,14,0.4,NA,NA,26,1,TRUE
2,1,0.98,3.24,0.7,38,NA,76,NA,NA,NA,FALSE
5,2,3.48,8.24,0.21,86,NA,NA,NA,37,2,FALSE
4,2,1.6,4.49,0.58,26,NA,NA,289,43,2,FALSE
1,1,4.1,9.49,0.08,74,NA,NA,NA,NA,NA,FALSE
3,3,2.85,6.99,0.83,50,0.78,NA,NA,31,2,FALSE
5,4,0.35,1.99,0.33,98,NA,NA,NA,8,1,FALSE
5,2,4.42,2.62,0.76,68,NA,NA,NA,17,2,FALSE
3,1,1.92,7.62,0.27,20,0.72,NA,NA,NA,NA,FALSE
2,4,3.17,0.12,0.02,44,NA,57,NA,28,1,FALSE
1,3,0.67,5.12,0.52,92,NA,NA,NA,5,2,FALSE
4,3,3.79,1.37,0.15,8,NA,NA,148,23,2,FALSE
1,4,1.29,6.37,0.64,56,NA,NA,NA,46,1,FALSE
2,2,0.04,8.87,0.39,32,NA,44,NA,11,2,FALSE
5,1,2.54,3.87,0.89,80,NA,NA,NA,NA,NA,FALSE
3,2,2.7,2.3,0.73,89,0.94,NA,NA,21,1,FALSE
4,1,0.2,7.3,0.24,41,NA,NA,359,NA,NA,FALSE
2,3,1.45,9.8,0.98,65,NA,10,NA,10,1,FALSE
1,4,3.95,4.8,0.49,17,NA,NA,NA,33,2,FALSE
2,1,4.57,1.05,0.61,53,NA,98,NA,NA,NA,FALSE
5,2,2.07,6.05,0.11,5,NA,NA,NA,16,1,FALSE
4,4,0.82,8.55,0.86,77,NA,NA,78,50,2,FALSE
1,3,3.32,3.55,0.36,29,NA,NA,NA,27,1,FALSE
1,2,1.13,0.43,0.92,47,NA,NA,NA,41,1,FALSE
2,1,3.63,5.43,0.42,95,NA,91,NA,NA,NA,FALSE
5,3,4.88,7.93,0.67,23,NA,NA,NA,30,1,FALSE
3,4,2.38,2.93,0.18,71,0.62,NA,NA,7,2,FALSE
4,4,3.01,9.18,0.55,35,NA,NA,125,24,2,FALSE
3,3,0.51,4.18,0.05,83,0.25,NA,NA,47,1,FALSE
2,2,4.26,6.68,0.3,59,NA,29,NA,36,1,FALSE
5,1,1.76,1.68,0.79,11,NA,NA,NA,NA,NA,FALSE
5,1,4.45,2.23,0.38,37,NA,NA,NA,NA,NA,FALSE
3,2,1.95,7.23,0.88,85,0.44,NA,NA,14,1,FALSE
1,4,0.7,9.73,0.14,13,NA,NA,NA,49,2,FALSE
4,3,3.2,4.73,0.63,61,NA,NA,330,26,1,FALSE
1,3,1.33,8.48,0.01,49,NA,NA,NA,9,1,FALSE
2,4,3.83,3.48,0.51,97,NA,5,NA,32,2,TRUE
3,1,0.08,5.98,0.76,73,0.82,NA,NA,NA,NA,FALSE
4,2,2.58,0.98,0.26,25,NA,NA,49,20,1,FALSE
4,3,0.39,2.85,0.94,7,NA,NA,189,46,1,FALSE
3,4,2.89,7.85,0.45,55,0.01,NA,NA,23,2,FALSE
2,1,1.64,0.35,0.2,79,NA,36,NA,NA,NA,FALSE
5,2,4.14,5.35,0.69,31,NA,NA,NA,35,1,FALSE
5,4,2.27,4.1,0.82,43,NA,NA,NA,6,2,FALSE
3,3,4.77,9.1,0.32,91,0.63,NA,NA,29,1,FALSE
2,2,1.02,1.6,0.08,67,NA,98,NA,40,1,FALSE
1,1,3.52,6.6,0.57,19,NA,NA,NA,NA,NA,FALSE
4,1,4.3,8.16,0.91,46,NA,NA,25,NA,NA,FALSE
1,2,1.8,3.16,0.42,94,NA,NA,NA,45,2,FALSE
5,3,3.05,5.66,0.17,70,NA,NA,NA,33,2,FALSE
3,4,0.55,0.66,0.66,22,0.97,NA,NA,10,1,TRUE
5,1,1.17,4.41,0.29,58,NA,NA,NA,NA,NA,FALSE
2,2,3.67,9.41,0.79,10,NA,83,NA,39,2,FALSE
3,3,2.42,1.91,0.54,34,0.35,NA,NA,50,2,FALSE
4,4,4.92,6.91,0.04,82,NA,NA,306,27,1,FALSE
5,2,0.24,7.54,0.6,64,NA,NA,NA,13,2,FALSE
2,1,2.74,2.54,0.11,16,NA,39,NA,NA,NA,FALSE
1,3,3.99,0.04,0.85,88,NA,NA,NA,24,2,FALSE
3,4,4.73,5.74,0.95,14,0.4,NA,NA,26,1,TRUE
3,4,1.21,7.15,0.62,9,0.14,NA,NA,19,1,TRUE
5,4,4.34,0.9,0.25,93,NA,NA,NA,13,1,TRUE
2,4,3.83,3.48,0.51,97,NA,5,NA,32,2,TRUE
3,4,0.55,0.66,0.66,22,0.97,NA,NA,10,1,TRUE
3,2,2.81,1.26,0.47,72,0.1,NA,NA,46,1,FALSE
3,3,2.94,4.27,0.88,32,0.38,NA,NA,41,2,FALSE
4,1,3.71,0.72,0.85,81,NA,NA,726,NA,NA,FALSE
5,4,3.98,6.19,0.2,5,NA,NA,NA,14,2,FALSE
5,4,4.38,3.12,0.38,23,NA,NA,NA,25,1,FALSE
1,4,3.31,4.11,0.48,29,NA,NA,NA,17,1,FALSE
2,3,0.6,5.07,0.68,42,NA,77,NA,10,2,FALSE
2,2,0.14,8.27,0.39,12,NA,19,NA,34,2,FALSE
4,1,4.54,3.99,0.64,33,NA,NA,658,NA,NA,FALSE
5,4,0.24,8.82,0.06,12,NA,NA,NA,29,1,FALSE
3,1,2.31,9.55,0.97,14,0.65,NA,NA,NA,NA,FALSE
3,4,2.4,6.74,0.92,19,0.2,NA,NA,29,1,TRUE
5,4,4.44,0.09,0.22,43,NA,NA,NA,30,1,FALSE
3,1,2.17,0.47,0.28,63,0.07,NA,NA,NA,NA,FALSE
1,4,4.52,3.07,0.87,59,NA,NA,NA,28,2,FALSE
2,4,1.92,7.12,0.74,9,NA,15,NA,49,2,FALSE
4,4,4.13,5.9,0.35,77,NA,NA,720,7,1,FALSE
5,2,0.19,5.57,0.62,54,NA,NA,NA,34,2,FALSE
1,2,3.75,1.85,0.96,64,NA,NA,NA,28,2,FALSE
3,4,1.75,8.01,0.33,60,0.21,NA,NA,29,2,FALSE
3,2,4.68,4.66,0.37,86,0.25,NA,NA,37,1,FALSE
5,4,2.23,3.34,0.24,85,NA,NA,NA,28,1,FALSE
1,1,2.95,8.49,0.13,41,NA,NA,NA,NA,NA,FALSE
4,3,3.14,0.31,0.58,56,NA,NA,259,11,2,FALSE
4,4,2.1,3.68,0.68,54,NA,NA,343,22,1,FALSE
3,1,2.63,4.43,0.76,99,0.47,NA,NA,NA,NA,FALSE
1,4,3.42,0.18,0.79,65,NA,NA,NA,12,2,FALSE
2,4,0.5,0.6,0.69,53,NA,46,NA,43,1,FALSE
3,1,2.48,9.28,0.57,13,0.32,NA,NA,NA,NA,FALSE
3,3,1.61,5.62,0.72,57,0.19,NA,NA,13,2,FALSE
3,4,4.36,2.33,0.57,11,0.43,NA,NA,30,2,FALSE
1,4,1.32,6.76,0.51,30,NA,NA,NA,17,1,FALSE
2,4,4.8,2.3,0.72,5,NA,34,NA,23,2,FALSE
2,1,1.99,5.22,0.89,57,NA,16,NA,NA,NA,FALSE
2,3,4.09,2.45,0.19,80,NA,13,NA,42,2,FALSE
4,4,0.85,1.51,0.23,76,NA,NA,255,41,1,FALSE
2,4,2.57,1.37,0.45,14,NA,40,NA,11,2,FALSE
4,2,4.49,2.78,0.62,41,NA,NA,392,36,1,FALSE
2,4,3.82,4.65,0.48,91,NA,49,NA,41,2,FALSE
2,4,3.64,8.61,0.93,29,NA,42,NA,28,2,FALSE
2,2,3.1,0.08,0.65,64,NA,67,NA,15,1,FALSE
1,3,4.33,5.06,0.28,34,NA,NA,NA,35,1,FALSE
5,1,2.98,1.18,0.33,77,NA,NA,NA,NA,NA,FALSE
3,2,1.24,4.39,0.08,24,0.07,NA,NA,33,1,FALSE
1,3,4.3,0.81,0.59,88,NA,NA,NA,34,2,FALSE
3,2,0.66,9.97,0.76,90,0.69,NA,NA,18,2,FALSE
3,4,2.13,0.87,0.69,80,0.06,NA,NA,10,2,FALSE
3,4,3.53,2.14,0.65,50,0.67,NA,NA,9,2,FALSE
2,4,2.31,4.07,0.9,39,NA,72,NA,23,1,FALSE
5,3,4.82,7.93,0.61,12,NA,NA,NA,13,2,FALSE
4,3,4.54,8.59,0.8,17,NA,NA,434,21,1,FALSE
2,4,4.58,0.96,0.4,49,NA,3,NA,20,1,FALSE
4,4,4.93,3.13,0.69,100,NA,NA,611,7,1,FALSE
4,4,3.97,7,0.48,9,NA,NA,70,29,1,FALSE
3,3,3.17,3.69,0.9,54,0.45,NA,NA,35,1,FALSE
3,4,4.26,0.86,0.04,63,0.19,NA,NA,42,2,FALSE
1,2,1.43,8.89,0.83,48,NA,NA,NA,28,1,FALSE
4,4,1.91,2.14,0.76,35,NA,NA,182,18,1,FALSE
1,3,3.13,1.24,0.75,87,NA,NA,NA,29,2,FALSE
4,4,4.9,1.12,0.78,18,NA,NA,69,17,1,FALSE
5,4,1.18,0.63,0.85,37,NA,NA,NA,12,2,TRUE
3,3,4.54,5.58,0.26,86,0.87,NA,NA,10,2,FALSE
4,2,2.8,6.28,0.43,45,NA,NA,134,22,1,FALSE
3,2,2.26,3.76,0.65,43,0.76,NA,NA,20,2,FALSE
4,3,4.91,8.97,0.68,46,NA,NA,61,35,2,FALSE
2,1,4.71,6.15,0.49,63,NA,4,NA,NA,NA,FALSE
2,1,1.3,4.23,0.6,22,NA,34,NA,NA,NA,FALSE
1,1,4.13,8.24,0.49,79,NA,NA,NA,NA,NA,FALSE
5,4,1.46,5.67,0.31,79,NA,NA,NA,40,2,FALSE
2,4,3.32,7.4,0.39,14,NA,71,NA,32,1,FALSE
3,4,2.4,6.74,0.92,19,0.2,NA,NA,29,1,TRUE
3,4,4.73,5.74,0.95,14,0.4,NA,NA,26,1,TRUE
5,4,1.18,0.63,0.85,37,NA,NA,NA,12,2,TRUE
3,4,1.21,7.15,0.62,9,0.14,NA,NA,19,1,TRUE
4,4,3.52,7.52,0.53,32,NA,NA,115,43,2,FALSE
2,2,1.68,4.33,0.67,17,NA,100,NA,9,2,FALSE
4,2,2.94,3.56,0.88,9,NA,NA,497,33,2,FALSE
3,4,3.02,3.39,0.69,24,0.2,NA,NA,31,1,FALSE
3,4,0.71,6.56,0.94,30,0.46,NA,NA,21,1,FALSE
1,4,4.64,8.17,0.9,26,NA,NA,NA,21,2,FALSE
3,4,2.14,9.38,0.8,67,0.57,NA,NA,35,1,FALSE
5,4,0.16,9.37,0.74,71,NA,NA,NA,25,1,FALSE
4,2,2.83,7.2,0.7,23,NA,NA,21,26,1,FALSE
2,4,2.72,8.62,0.91,37,NA,85,NA,41,1,FALSE
2,4,3.61,6.39,0.81,18,NA,70,NA,34,1,FALSE
4,4,0.08,8.56,0.46,22,NA,NA,18,20,1,FALSE
2,4,3.1,5.98,0.83,29,NA,47,NA,8,2,FALSE
5,4,3.53,6.75,0.39,59,NA,NA,NA,26,1,FALSE
2,3,2.83,1.35,0.91,58,NA,73,NA,17,2,FALSE
3,4,2.31,7.91,0.82,43,0.49,NA,NA,41,1,FALSE
4,4,3.38,3.28,0.86,63,NA,NA,564,15,2,FALSE
4,3,3.98,6.09,0.78,13,NA,NA,165,19,1,FALSE
3,4,2.54,7.27,0.73,74,0.28,NA,NA,26,1,FALSE
2,4,3.65,6.52,0.94,14,NA,6,NA,37,1,FALSE
2,4,3.21,8.04,0.76,7,NA,20,NA,26,1,FALSE
3,2,1.76,7.45,0.73,10,0.14,NA,NA,14,2,FALSE
3,4,1.45,6.88,0.35,11,0.72,NA,NA,44,2,FALSE
2,1,2.39,7.39,0.97,66,NA,74,NA,NA,NA,FALSE
3,4,1.59,5.67,0.72,32,0.11,NA,NA,50,2,FALSE
5,2,4.83,4.49,0.86,19,NA,NA,NA,25,1,FALSE
5,1,2.11,0.78,0.88,50,NA,NA,NA,NA,NA,FALSE
3,4,2.45,7.97,0.95,7,0.01,NA,NA,42,2,FALSE
2,4,3.93,0.62,0.98,62,NA,57,NA,32,2,FALSE
3,3,2.68,8.08,0.94,44,0.22,NA,NA,32,1,FALSE
5,4,0.5,2.7,0.74,33,NA,NA,NA,5,2,FALSE
3,4,3.08,7.49,0.8,38,0.42,NA,NA,49,1,FALSE
5,2,2.53,1.35,0.84,31,NA,NA,NA,8,2,FALSE
